common_dom,area_s,my_dom_id,cod_tot_cat,cod_releases,cod_harvest,hadd_tot_cat,hadd_releases,hadd_harvest
ATLCO,GOM,ATLCO_GOM,560433.06,555453.81,4979.251,1886375.5,872789.75,1013585.8
